line_no,line,sentiment,label,score
16777,"“Yes, I hear.”",1,POSITIVE,0.9958703
16778,The prince flushed up so much that he could not look her in the face.,0,NEGATIVE,0.9994578
16779,“I have waited for you with the greatest impatience,0,NEGATIVE,0.9973408
16780,(not that you were,0,NEGATIVE,0.99679035
16781,worth it).,1,POSITIVE,0.99882543
16782,"Every night I have drenched my pillow with tears, not for",0,NEGATIVE,0.9976691
16783,"you, my friend, not for you, don’t flatter yourself!",0,NEGATIVE,0.9976971
16784,I have my own,1,POSITIVE,0.95609546
16785,"grief, always the same, always the same.",0,NEGATIVE,0.9990922
16786,But I’ll tell you why I have,0,NEGATIVE,0.6426568
16787,"been awaiting you so impatiently, because I believe that Providence",0,NEGATIVE,0.9930144
16788,itself sent you to be a friend and a brother to me. I haven’t a friend,0,NEGATIVE,0.999353
16789,"in the world except Princess Bielokonski, and she is growing as stupid",0,NEGATIVE,0.9987467
16790,as a sheep from old age.,0,NEGATIVE,0.99636316
16791,"Now then, tell me, yes or no?",0,NEGATIVE,0.9864375
16792,Do you know why,0,NEGATIVE,0.9862996
16793,she called out from her carriage the other night?,1,POSITIVE,0.95969707
16794,”,0,NEGATIVE,0.977441
16795,“I give you my word of honour that I had nothing to do with the matter,0,NEGATIVE,0.9986655
16796,and know nothing about it.,0,NEGATIVE,0.9994764
16797,”,0,NEGATIVE,0.977441
16798,"“Very well, I believe you.",1,POSITIVE,0.99823153
16799,I have my own ideas about it.,1,POSITIVE,0.99767447
16800,Up to,1,POSITIVE,0.99018735
16801,yesterday morning I thought it was really Evgenie Pavlovitch who was to,0,NEGATIVE,0.9851825
16802,blame; now I cannot help agreeing with the others.,1,POSITIVE,0.99670315
16803,But why he was made,1,POSITIVE,0.99640864
16804,such a fool of I cannot understand.,0,NEGATIVE,0.99943256
16805,"However, he is not going to marry",0,NEGATIVE,0.99803287
16806,"Aglaya, I can tell you that.",1,POSITIVE,0.9931542
16807,"He may be a very excellent fellow, but—so",0,NEGATIVE,0.986911
16808,it shall be.,1,POSITIVE,0.9876351
16809,"I was not at all sure of accepting him before, but now I",1,POSITIVE,0.99819535
16810,have quite made up my mind that I won’t have him.,0,NEGATIVE,0.9994515
16811,‘Put me in my coffin,0,NEGATIVE,0.9972871
16812,"first and then into my grave, and then you may marry my daughter to",1,POSITIVE,0.9893889
16813,"whomsoever you please,’ so I said to the general this very morning.",1,POSITIVE,0.99130654
16814,You,1,POSITIVE,0.98933566
16815,"see how I trust you, my boy.",1,POSITIVE,0.99741995
16816,”,0,NEGATIVE,0.977441
16817,"“Yes, I see and understand.”",1,POSITIVE,0.9976738
16818,Mrs. Epanchin gazed keenly into the prince’s eyes.,1,POSITIVE,0.99783695
16819,She was anxious to,1,POSITIVE,0.9975677
16820,see what impression the news as to Evgenie Pavlovitch had made upon,1,POSITIVE,0.9903151
16821,him.,1,POSITIVE,0.9869693
16822,“Do you know anything about Gavrila Ardalionovitch?” she asked at last.,0,NEGATIVE,0.9976832
16823,"“Oh yes, I know a good deal.”",1,POSITIVE,0.99223864
16824,“Did you know he had communications with Aglaya?”,0,NEGATIVE,0.99648416
16825,"“No, I didn’t,” said the prince, trembling a little, and in great",0,NEGATIVE,0.99321735
16826,agitation.,0,NEGATIVE,0.98829097
16827,“You say Gavrila Ardalionovitch has private communications,0,NEGATIVE,0.99395543
16828,with Aglaya?,1,POSITIVE,0.99558604
16829,—Impossible!,0,NEGATIVE,0.99844426
16830,”,0,NEGATIVE,0.977441
16831,“Only quite lately.,1,POSITIVE,0.864964
16832,His sister has been working like a rat to clear the,1,POSITIVE,0.9939665
16833,way for him all the winter.,1,POSITIVE,0.9984911
16834,”,0,NEGATIVE,0.977441
16835,"“I don’t believe it!” said the prince abruptly, after a short pause.",0,NEGATIVE,0.99943644
16836,“Had it been so I should have known long ago.”,0,NEGATIVE,0.9984624
16837,"“Oh, of course, yes; he would have come and wept out his secret on your",0,NEGATIVE,0.9943932
16838,bosom.,1,POSITIVE,0.99725807
16839,"Oh, you simpleton—you simpleton!",0,NEGATIVE,0.99848276
16840,Anyone can deceive you and take,0,NEGATIVE,0.9938911
16841,"you in like a—like a,—aren’t you ashamed to trust him?",0,NEGATIVE,0.9994336
16842,Can’t you see,0,NEGATIVE,0.99368584
16843,that he humbugs you just as much as ever he pleases?,0,NEGATIVE,0.9965323
16844,”,0,NEGATIVE,0.977441
16845,"“I know very well that he does deceive me occasionally, and he knows",0,NEGATIVE,0.99798316
16846,"that I know it, but—” The prince did not finish his sentence.",0,NEGATIVE,0.99948156
16847,"“And that’s why you trust him, eh?",0,NEGATIVE,0.9994034
16848,So I should have supposed.,0,NEGATIVE,0.98956585
16849,Good,1,POSITIVE,0.99841523
16850,"Lord, was there ever such a man as you?",1,POSITIVE,0.989292
16851,"Tfu! and are you aware, sir,",0,NEGATIVE,0.9794324
16852,"that this Gania, or his sister Varia, have brought her into",0,NEGATIVE,0.99831736
16853,correspondence with Nastasia Philipovna?,0,NEGATIVE,0.9061194
16854,”,0,NEGATIVE,0.977441
16855,“Brought whom?” cried Muishkin.,0,NEGATIVE,0.9963738
16856,“Aglaya.”,1,POSITIVE,0.9927472
16857,“I don’t believe it! It’s impossible! What object could they have?”,0,NEGATIVE,0.99947953
16858,He,1,POSITIVE,0.9930706
16859,jumped up from his chair in his excitement.,1,POSITIVE,0.99834716
16860,"“Nor do I believe it, in spite of the proofs.",0,NEGATIVE,0.99945235
16861,The girl is self-willed,1,POSITIVE,0.99814105
16862,"and fantastic, and insane!",1,POSITIVE,0.99869883
16863,"She’s wicked, wicked!",1,POSITIVE,0.9975664
16864,I’ll repeat it for a,0,NEGATIVE,0.99786997
16865,"thousand years that she’s wicked; they _all_ are, just now, all my",1,POSITIVE,0.99170834
16866,"daughters, even that ‘wet hen’ Alexandra.",0,NEGATIVE,0.8653514
16867,And yet I don’t believe it.,0,NEGATIVE,0.9979785
16868,"Because I don’t choose to believe it, perhaps; but I don’t.",0,NEGATIVE,0.9993621
16869,Why haven’t,0,NEGATIVE,0.9958361
16870,you been?,0,NEGATIVE,0.9929974
16871,” she turned on the prince suddenly.,0,NEGATIVE,0.99750733
16872,“Why didn’t you come near,0,NEGATIVE,0.9993654
16873,"us all these three days, eh?",0,NEGATIVE,0.99909717
16874,”,0,NEGATIVE,0.977441
16875,"The prince began to give his reasons, but she interrupted him again.",0,NEGATIVE,0.99948484
16876,“Everybody takes you in and deceives you; you went to town yesterday.,0,NEGATIVE,0.99936724
16877,I,1,POSITIVE,0.9575427
16878,"dare swear you went down on your knees to that rogue, and begged him to",1,POSITIVE,0.98729795
16879,accept your ten thousand roubles!,0,NEGATIVE,0.98104995
16880,”,0,NEGATIVE,0.977441
16881,“I never thought of doing any such thing.,0,NEGATIVE,0.9978985
16882,"I have not seen him, and he",0,NEGATIVE,0.9987435
16883,"is not a rogue, in my opinion.",1,POSITIVE,0.99519247
16884,I have had a letter from him.,1,POSITIVE,0.99762225
16885,”,0,NEGATIVE,0.977441
16886,“Show it me!”,0,NEGATIVE,0.9929044
16887,"The prince took a paper from his pocket-book, and handed it to",1,POSITIVE,0.98250353
16888,Lizabetha Prokofievna.,1,POSITIVE,0.98584366
16889,It ran as follows:,1,POSITIVE,0.9879194
16890,"“Sir,",0,NEGATIVE,0.9967524
16891,“In the eyes of the world I am sure that I have no cause for pride,0,NEGATIVE,0.9971104
16892,or self-esteem.,1,POSITIVE,0.9916438
16893,I am much too insignificant for that.,0,NEGATIVE,0.99846244
16894,But what may,1,POSITIVE,0.98131233
16895,be so to other men’s eyes is not so to yours.,1,POSITIVE,0.8294635
16896,I am convinced that,1,POSITIVE,0.9975294
16897,you are better than other people.,1,POSITIVE,0.99803203
16898,"Doktorenko disagrees with me, but",0,NEGATIVE,0.99051887
16899,I am content to differ from him on this point.,0,NEGATIVE,0.99269557
16900,I will never accept,0,NEGATIVE,0.9986589
16901,"one single copeck from you, but you have helped my mother, and I am",1,POSITIVE,0.9987423
16902,"bound to be grateful to you for that, however weak it may seem.",1,POSITIVE,0.9980453
16903,At,1,POSITIVE,0.9802845
16904,"any rate, I have changed my opinion about you, and I think right to",0,NEGATIVE,0.9984371
16905,inform you of the fact; but I also suppose that there can be no,0,NEGATIVE,0.99662626
16906,further intercourse between us.,1,POSITIVE,0.9965589
16907,“Antip Burdovsky.,1,POSITIVE,0.9516295
16908,“P.S.—The two hundred roubles I owe you shall certainly be repaid in,1,POSITIVE,0.9934365
16909,time.,1,POSITIVE,0.8154694
16910,”,0,NEGATIVE,0.977441
16911,"“How extremely stupid!” cried Mrs. Epanchin, giving back the letter",0,NEGATIVE,0.999476
16912,abruptly.,1,POSITIVE,0.99459165
16913,“It was not worth the trouble of reading.,0,NEGATIVE,0.9995049
16914,Why are you,0,NEGATIVE,0.9980464
16915,smiling?,1,POSITIVE,0.9926521
16916,”,0,NEGATIVE,0.977441
16917,“Confess that you are pleased to have read it.”,1,POSITIVE,0.99828464
16918,“What!,0,NEGATIVE,0.9929644
16919,Pleased with all that nonsense!,1,POSITIVE,0.9983871
16920,"Why, cannot you see that they",0,NEGATIVE,0.9990185
16921,are all infatuated with pride and vanity?,1,POSITIVE,0.9863325
16922,”,0,NEGATIVE,0.977441
16923,“He has acknowledged himself to be in the wrong.,0,NEGATIVE,0.9950836
16924,Don’t you see that the,0,NEGATIVE,0.9984677
16925,"greater his vanity, the more difficult this admission must have been on",1,POSITIVE,0.59753835
16926,his part?,0,NEGATIVE,0.982703
16927,"Oh, what a little child you are, Lizabetha Prokofievna!",1,POSITIVE,0.99513483
16928,”,0,NEGATIVE,0.977441
16929,"“Are you tempting me to box your ears for you, or what?”",0,NEGATIVE,0.9967838
16930,“Not at all.,0,NEGATIVE,0.99484295
16931,I am only proving that you are glad about the letter.,1,POSITIVE,0.99262047
16932,Why,1,POSITIVE,0.954712
16933,conceal your real feelings?,0,NEGATIVE,0.99290025
16934,You always like to do it.,1,POSITIVE,0.9987483
16935,”,0,NEGATIVE,0.977441
16936,"“Never come near my house again!” cried Mrs. Epanchin, pale with rage.",0,NEGATIVE,0.9971134
16937,“Don’t let me see as much as a _shadow_ of you about the place!,0,NEGATIVE,0.9991993
16938,Do you,1,POSITIVE,0.9867223
16939,hear?,0,NEGATIVE,0.9823163
16940,”,0,NEGATIVE,0.977441
16941,"“Oh yes, and in three days you’ll come and invite me yourself.",1,POSITIVE,0.9826694
16942,Aren’t,0,NEGATIVE,0.9979934
16943,you ashamed now?,0,NEGATIVE,0.998736
16944,These are your best feelings; you are only tormenting,0,NEGATIVE,0.7765121
16945,yourself.,1,POSITIVE,0.99375075
16946,”,0,NEGATIVE,0.977441
16947,“I’ll die before I invite you!,0,NEGATIVE,0.9992084
16948,I shall forget your very name!,0,NEGATIVE,0.99724627
16949,I’ve,0,NEGATIVE,0.8984336
16950,forgotten it already!,0,NEGATIVE,0.9988184
16951,”,0,NEGATIVE,0.977441
16952,She marched towards the door.,1,POSITIVE,0.9923299
16953,"“But I’m forbidden your house as it is, without your added threats!”",0,NEGATIVE,0.9992899
16954,cried the prince after her.,0,NEGATIVE,0.99488175
16955,“What? Who forbade you?”,0,NEGATIVE,0.9985937
16956,She turned round so suddenly that one might have supposed a needle had,0,NEGATIVE,0.9945451
16957,been stuck into her.,0,NEGATIVE,0.9994397
16958,The prince hesitated.,0,NEGATIVE,0.9987985
16959,He perceived that he had said too much now.,0,NEGATIVE,0.99922156
16960,“_Who_ forbade you?” cried Mrs. Epanchin once more.,0,NEGATIVE,0.9982191
16961,“Aglaya Ivanovna told me—”,0,NEGATIVE,0.9729191
16962,“When? Speak—quick!”,1,POSITIVE,0.98441607
16963,"“She sent to say, yesterday morning, that I was never to dare to come",0,NEGATIVE,0.99933493
16964,near the house again.,1,POSITIVE,0.99543005
16965,”,0,NEGATIVE,0.977441
16966,Lizabetha Prokofievna stood like a stone.,0,NEGATIVE,0.99789953
16967,“What did she send? Whom? Was it that boy? Was it a message?—quick!”,0,NEGATIVE,0.99849355
16968,"“I had a note,” said the prince.",0,NEGATIVE,0.990782
16969,"“Where is it? Give it here, at once.”",0,NEGATIVE,0.8379973
16970,The prince thought a moment.,0,NEGATIVE,0.9850855
16971,Then he pulled out of his waistcoat pocket,0,NEGATIVE,0.99919885
16972,"an untidy slip of paper, on which was scrawled:",0,NEGATIVE,0.9960334
16973,"“PRINCE LEF NICOLAIEVITCH,—If you think fit, after all that has passed,",1,POSITIVE,0.98271483
16974,"to honour our house with a visit, I can assure you you will not find me",0,NEGATIVE,0.99035364
16975,among the number of those who are in any way delighted to see you.,1,POSITIVE,0.9985933
16976,“Aglaya Epanchin.”,1,POSITIVE,0.9957472
16977,Mrs. Epanchin reflected a moment.,1,POSITIVE,0.9922943
16978,The next minute she flew at the,1,POSITIVE,0.98428714
16979,"prince, seized his hand, and dragged him after her to the door.",0,NEGATIVE,0.69283825
16980,"“Quick—come along!” she cried, breathless with agitation and",1,POSITIVE,0.9932208
16981,impatience.,0,NEGATIVE,0.9962645
16982,“Come along with me this moment!”,1,POSITIVE,0.9972903
16983,“But you declared I wasn’t—”,0,NEGATIVE,0.99887913
16984,“Don’t be a simpleton.,0,NEGATIVE,0.9820512
16985,You behave just as though you weren’t a man at,0,NEGATIVE,0.9994801
16986,all.,1,POSITIVE,0.991562
16987,Come on!,0,NEGATIVE,0.99154735
16988,"I shall see, now, with my own eyes.",1,POSITIVE,0.98903346
16989,I shall see all.,1,POSITIVE,0.9943174
16990,”,0,NEGATIVE,0.977441
16991,"“Well, let me get my hat, at least.”",0,NEGATIVE,0.9974099
16992,“Here’s your miserable hat.,0,NEGATIVE,0.9993091
16993,He couldn’t even choose a respectable shape,0,NEGATIVE,0.9994871
16994,for his hat!,1,POSITIVE,0.9895903
16995,Come on!,0,NEGATIVE,0.99154735
16996,She did that because I took your part and said,0,NEGATIVE,0.9939158
16997,you ought to have come—little vixen!,0,NEGATIVE,0.9969851
16998,—else she would never have sent you,0,NEGATIVE,0.99940217
16999,that silly note.,0,NEGATIVE,0.9994628
17000,"It’s a most improper note, I call it; most improper",0,NEGATIVE,0.9994922
17001,"for such an intelligent, well-brought-up girl to write.",1,POSITIVE,0.9982672
17002,H’m!,1,POSITIVE,0.995245
17003,I dare say,1,POSITIVE,0.9861263
17004,she was annoyed that you didn’t come; but she ought to have known that,0,NEGATIVE,0.99944633
17005,"one can’t write like that to an idiot like you, for you’d be sure to",0,NEGATIVE,0.99947566
17006,take it literally.,0,NEGATIVE,0.99554735
17007,” Mrs. Epanchin was dragging the prince along with,0,NEGATIVE,0.997457
17008,"her all the time, and never let go of his hand for an instant.",1,POSITIVE,0.9981571
17009,“What,0,NEGATIVE,0.9927713
17010,are you listening for?,0,NEGATIVE,0.9963987
17011,"” she added, seeing that she had committed",0,NEGATIVE,0.9860176
17012,herself a little.,0,NEGATIVE,0.9900884
17013,“She wants a clown like you—she hasn’t seen one for,0,NEGATIVE,0.99943584
17014,some time—to play with.,1,POSITIVE,0.9981853
17015,That’s why she is anxious for you to come to,1,POSITIVE,0.9975184
17016,the house.,1,POSITIVE,0.995222
17017,And right glad I am that she’ll make a thorough good fool of,1,POSITIVE,0.99307954
17018,you.,1,POSITIVE,0.99671066
17019,"You deserve it; and she can do it—oh! she can, indeed!",1,POSITIVE,0.99855554
17020,—as well as,1,POSITIVE,0.99363315
17021,most people.,1,POSITIVE,0.97181296
17022,”,0,NEGATIVE,0.977441
17023,PART III,1,POSITIVE,0.9846154
17024,I.,1,POSITIVE,0.87269837
17025,"The Epanchin family, or at least the more serious members of it, were",1,POSITIVE,0.99220675
17026,sometimes grieved because they seemed so unlike the rest of the world.,1,POSITIVE,0.9842374
17027,"They were not quite certain, but had at times a strong suspicion that",1,POSITIVE,0.9886953
17028,things did not happen to them as they did to other people.,0,NEGATIVE,0.98795253
17029,Others led a,1,POSITIVE,0.99714154
17030,"quiet, uneventful life, while they were subject to continual upheavals.",0,NEGATIVE,0.9377637
17031,Others kept on the rails without difficulty; they ran off at the,0,NEGATIVE,0.98970646
17032,slightest obstacle.,0,NEGATIVE,0.9862376
17033,Other houses were governed by a timid routine;,0,NEGATIVE,0.99756944
17034,theirs was somehow different.,0,NEGATIVE,0.98702216
17035,Perhaps Lizabetha Prokofievna was alone,0,NEGATIVE,0.984464
17036,"in making these fretful observations; the girls, though not wanting in",0,NEGATIVE,0.9959401
17037,"intelligence, were still young; the general was intelligent, too, but",1,POSITIVE,0.99442226
17038,"narrow, and in any difficulty he was content to say, “H’m!” and leave",1,POSITIVE,0.9947262
17039,the matter to his wife.,1,POSITIVE,0.96037513
