,line_no,line,sentiment
15717,15717,"tell you that if I hate anyone here—I hate you all,” he cried, in a",-0.875
15718,15718,"hoarse, strained voice—“but you, you, with your jesuitical soul, your",-0.4019
15719,15719,"soul of sickly sweetness, idiot, beneficent millionaire—I hate you",-0.128
15720,15720,worse than anything or anyone on earth!,-0.5255
15721,15721,I saw through you and hated you,-0.6369
15722,15722,long ago; from the day I first heard of you.,0.0
15723,15723,I hated you with my whole,-0.6369
15724,15724,heart.,0.6369
15725,15725,You have contrived all this!,0.0
15726,15726,You have driven me into this state!,0.0
15727,15727,You have made a dying man disgrace himself.,-0.4939
15728,15728,"You, you, you are the cause",0.0
15729,15729,of my abject cowardice!,0.0
15730,15730,I would kill you if I remained alive!,-0.5255
15731,15731,I do not,0.0
15732,15732,want your benefits; I will accept none from anyone; do you hear?,0.6705
15733,15733,Not,0.0
15734,15734,from any one!,0.0
15735,15735,I want nothing!,0.1511
15736,15736,"I was delirious, do not dare to triumph!",-0.4303
15737,15737,"I curse every one of you, once for all!",-0.5848
15738,15738,”,0.0
15739,15739,"Breath failed him here, and he was obliged to stop.",-0.6705
15740,15740,“He is ashamed of his tears!” whispered Lebedeff to Lizabetha,-0.5255
15741,15741,Prokofievna.,0.0
15742,15742,“It was inevitable.,0.0
15743,15743,Ah! what a wonderful man the prince,0.6114
15744,15744,is!,0.0
15745,15745,He read his very soul.,0.0
15746,15746,”,0.0
15747,15747,But Mrs. Epanchin would not deign to look at Lebedeff.,0.0
15748,15748,Drawn up,0.0
15749,15749,"haughtily, with her head held high, she gazed at the “riff-raff,” with",0.0
15750,15750,scornful curiosity.,-0.4215
15751,15751,"When Hippolyte had finished, Ivan Fedorovitch",0.0
15752,15752,"shrugged his shoulders, and his wife looked him angrily up and down, as",-0.4215
15753,15753,if to demand the meaning of his movement.,-0.128
15754,15754,Then she turned to the,0.0
15755,15755,prince.,0.0
15756,15756,"“Thanks, prince, many thanks, eccentric friend of the family, for the",0.7269
15757,15757,pleasant evening you have provided for us.,0.5106
15758,15758,I am sure you are quite,0.3182
15759,15759,pleased that you have managed to mix us up with your extraordinary,0.4404
15760,15760,affairs.,0.0
15761,15761,"It is quite enough, dear family friend; thank you for giving",0.8744
15762,15762,us an opportunity of getting to know you so well.,0.6748
15763,15763,”,0.0
15764,15764,She arranged her cloak with hands that trembled with anger as she,-0.7003
15765,15765,waited for the “riff-raff” to go.,0.0
15766,15766,The cab which Lebedeff’s son had gone,0.0
15767,15767,"to fetch a quarter of an hour ago, by Doktorenko’s order, arrived at",0.0
15768,15768,that moment.,0.0
15769,15769,The general thought fit to put in a word after his wife.,0.3612
15770,15770,"“Really, prince, I hardly expected after—after all our friendly",0.4939
15771,15771,"intercourse—and you see, Lizabetha Prokofievna—”",0.0
15772,15772,"“Papa, how can you?” cried Adelaida, walking quickly up to the prince",-0.3818
15773,15773,and holding out her hand.,0.4939
15774,15774,He smiled absently at her; then suddenly he felt a burning sensation in,0.5423
15775,15775,his ear as an angry voice whispered:,-0.5106
15776,15776,“If you do not turn those dreadful people out of the house this very,0.3412
15777,15777,"instant, I shall hate you all my life—all my life!",-0.6114
15778,15778,” It was Aglaya.,0.0
15779,15779,She,0.0
15780,15780,"seemed almost in a frenzy, but she turned away before the prince could",-0.1326
15781,15781,look at her.,0.0
15782,15782,"However, there was no one left to turn out of the house,",-0.296
15783,15783,"for they had managed meanwhile to get Hippolyte into the cab, and it",0.0
15784,15784,had driven off.,0.0
15785,15785,"“Well, how much longer is this going to last, Ivan Fedorovitch?",0.0
15786,15786,What do,0.0
15787,15787,you think?,0.0
15788,15788,Shall I soon be delivered from these odious youths?,0.0
15789,15789,”,0.0
15790,15790,"“My dear, I am quite ready; naturally... the prince.”",0.659
15791,15791,"Ivan Fedorovitch held out his hand to Muishkin, but ran after his wife,",0.2732
15792,15792,"who was leaving with every sign of violent indignation, before he had",-0.8074
15793,15793,time to shake it.,-0.1779
15794,15794,"Adelaida, her fiance, and Alexandra, said good-bye to",0.0
15795,15795,their host with sincere friendliness.,0.6908
15796,15796,"Evgenie Pavlovitch did the same,",0.0
15797,15797,and he alone seemed in good spirits.,0.2263
15798,15798,“What I expected has happened!,0.0
15799,15799,"But I am sorry, you poor fellow, that",-0.6808
15800,15800,"you should have had to suffer for it,” he murmured, with a most",-0.5423
15801,15801,charming smile.,0.743
15802,15802,Aglaya left without saying good-bye.,0.0
15803,15803,But the evening was not to end,0.0
15804,15804,without a last adventure.,-0.2411
15805,15805,An unexpected meeting was yet in store for,0.0
15806,15806,Lizabetha Prokofievna.,0.0
15807,15807,She had scarcely descended the terrace steps leading to the high road,0.0
15808,15808,"that skirts the park at Pavlofsk, when suddenly there dashed by a smart",0.4019
15809,15809,"open carriage, drawn by a pair of beautiful white horses.",0.5994
15810,15810,Having passed,0.0
15811,15811,"some ten yards beyond the house, the carriage suddenly drew up, and one",0.0
15812,15812,of the two ladies seated in it turned sharp round as though she had,0.0
15813,15813,just caught sight of some acquaintance whom she particularly wished to,0.0
15814,15814,see.,0.0
15815,15815,"“Evgenie Pavlovitch! Is that you?” cried a clear, sweet voice, which",0.5093
15816,15816,"caused the prince, and perhaps someone else, to tremble.",-0.2732
15817,15817,"“Well, I _am_",0.0
15818,15818,glad I’ve found you at last!,0.5093
15819,15819,I’ve sent to town for you twice today,0.0
15820,15820,myself!,0.0
15821,15821,My messengers have been searching for you everywhere!,0.0
15822,15822,”,0.0
15823,15823,Evgenie Pavlovitch stood on the steps like one struck by lightning.,0.128
15824,15824,"Mrs. Epanchin stood still too, but not with the petrified expression of",0.5824
15825,15825,Evgenie.,0.0
15826,15826,She gazed haughtily at the audacious person who had addressed,0.2263
15827,15827,"her companion, and then turned a look of astonishment upon Evgenie",0.0
15828,15828,himself.,0.0
15829,15829,“There’s news!” continued the clear voice.,0.4389
15830,15830,“You need not be anxious,0.1877
15831,15831,about Kupferof’s IOU’s—Rogojin has bought them up.,0.0
15832,15832,I persuaded him,0.0
15833,15833,to!,0.0
15834,15834,"—I dare say we shall settle Biscup too, so it’s all right, you see!",0.0
15835,15835,"_Au revoir_, tomorrow!",0.0
15836,15836,And don’t worry!,-0.4926
15837,15837,"” The carriage moved on, and",0.0
15838,15838,disappeared.,-0.2263
15839,15839,"“The woman’s mad!” cried Evgenie, at last, crimson with anger, and",-0.7644
15840,15840,looking confusedly around.,-0.1531
15841,15841,“I don’t know what she’s talking about!,0.0
15842,15842,What,0.0
15843,15843,IOU’s?,0.0
15844,15844,Who is she?,0.0
15845,15845,” Mrs. Epanchin continued to watch his face for a,0.0
15846,15846,couple of seconds; then she marched briskly and haughtily away towards,0.0
15847,15847,"her own house, the rest following her.",0.0
15848,15848,"A minute afterwards, Evgenie Pavlovitch reappeared on the terrace, in",0.0
15849,15849,great agitation.,0.4767
15850,15850,"“Prince,” he said, “tell me the truth; do you know what all this",0.3182
15851,15851,means?,0.0
15852,15852,”,0.0
15853,15853,"“I know nothing whatever about it!” replied the latter, who was,",0.0
15854,15854,"himself, in a state of nervous excitement.",0.2732
15855,15855,“No?”,0.0
15856,15856,“No!”,0.0
15857,15857,"“Well, nor do I!” said Evgenie Pavlovitch, laughing suddenly.",0.5411
15858,15858,“I,0.0
15859,15859,"haven’t the slightest knowledge of any such IOU’s as she mentioned, I",0.0
15860,15860,"swear I haven’t—What’s the matter, are you fainting?",-0.0258
15861,15861,”,0.0
15862,15862,"“Oh, no—no—I’m all right, I assure you!”",0.4003
15863,15863,XI.,0.0
15864,15864,The anger of the Epanchin family was unappeased for three days.,-0.5719
15865,15865,As,0.0
15866,15866,"usual the prince reproached himself, and had expected punishment, but",-0.2732
15867,15867,he was inwardly convinced that Lizabetha Prokofievna could not be,0.4019
15868,15868,"seriously angry with him, and that she probably was more angry with",-0.8221
15869,15869,herself.,0.0
15870,15870,"He was painfully surprised, therefore, when three days passed",-0.3612
15871,15871,with no word from her.,-0.296
15872,15872,"Other things also troubled and perplexed him,",-0.6486
15873,15873,and one of these grew more important in his eyes as the days went by.,0.2716
15874,15874,He had begun to blame himself for two opposite tendencies—on the one,-0.34
15875,15875,"hand to extreme, almost “senseless,” confidence in his fellows, on the",0.7569
15876,15876,"other to a “vile, gloomy suspiciousness.”",-0.1531
15877,15877,By the end of the third day the incident of the eccentric lady and,0.0
15878,15878,Evgenie Pavlovitch had attained enormous and mysterious proportions in,0.0
15879,15879,his mind.,0.0
15880,15880,He sorrowfully asked himself whether he had been the cause of,-0.5106
15881,15881,"this new “monstrosity,” or was it... but he refrained from saying who",0.0
15882,15882,else might be in fault.,-0.4019
15883,15883,"As for the letters N.P.B., he looked on that as",0.0
15884,15884,"a harmless joke, a mere childish piece of mischief—so childish that he",-0.0516
15885,15885,"felt it would be shameful, almost dishonourable, to attach any",-0.4939
15886,15886,importance to it.,0.3612
15887,15887,"The day after these scandalous events, however, the prince had the",-0.5267
15888,15888,"honour of receiving a visit from Adelaida and her fiance, Prince S.",0.5719
15889,15889,"They came, ostensibly, to inquire after his health.",0.0
15890,15890,They had wandered,0.0
15891,15891,"out for a walk, and called in “by accident,” and talked for almost the",0.0
15892,15892,whole of the time they were with him about a certain most lovely tree,0.7346
15893,15893,"in the park, which Adelaida had set her heart upon for a picture.",0.6369
15894,15894,"This,",0.0
15895,15895,and a little amiable conversation on Prince S.,0.0
15896,15896,"’s part, occupied the",0.0
15897,15897,"time, and not a word was said about last evening’s episodes.",0.0
15898,15898,At length,0.0
15899,15899,"Adelaida burst out laughing, apologized, and explained that they had",0.6705
15900,15900,"come incognito; from which, and from the circumstance that they said",0.0
15901,15901,nothing about the prince’s either walking back with them or coming to,0.0
15902,15902,"see them later on, the latter inferred that he was in Mrs. Epanchin’s",0.0
15903,15903,black books.,0.0
15904,15904,Adelaida mentioned a watercolour that she would much like,0.3612
15905,15905,"to show him, and explained that she would either send it by Colia, or",0.0
15906,15906,bring it herself the next day—which to the prince seemed very,0.0
15907,15907,suggestive.,0.0
15908,15908,"At length, however, just as the visitors were on the point of",0.0
15909,15909,"departing, Prince S. seemed suddenly to recollect himself.",0.0
15910,15910,"“Oh yes,",0.4019
15911,15911,"by-the-by,” he said, “do you happen to know, my dear Lef Nicolaievitch,",0.3818
15912,15912,"who that lady was who called out to Evgenie Pavlovitch last night, from",0.0
15913,15913,the carriage?,0.0
15914,15914,”,0.0
15915,15915,"“It was Nastasia Philipovna,” said the prince; “didn’t you know that?",0.0
15916,15916,I,0.0
15917,15917,cannot tell you who her companion was.,0.0
15918,15918,”,0.0
15919,15919,“But what on earth did she mean?,0.0
15920,15920,I assure you it is a real riddle to,0.34
15921,15921,"me—to me, and to others, too!",0.0
15922,15922,” Prince S. seemed to be under the,0.0
15923,15923,influence of sincere astonishment.,0.4019
15924,15924,"“She spoke of some bills of Evgenie Pavlovitch’s,” said the prince,",0.0
15925,15925,"simply, “which Rogojin had bought up from someone; and implied that",0.0
15926,15926,Rogojin would not press him.,0.0
15927,15927,”,0.0
15928,15928,"“Oh, I heard that much, my dear fellow!",0.4389
15929,15929,But the thing is so impossibly,0.0
15930,15930,absurd!,0.0
15931,15931,"A man of property like Evgenie to give IOU’s to a money-lender,",0.3612
15932,15932,and to be worried about them!,-0.3595
15933,15933,It is ridiculous.,-0.3612
15934,15934,"Besides, he cannot",0.0
