line_no,line,sentiment,label,score
14564,"stammering in your speech, and almost deformed—for it is known that all",1,2 stars,0.33091572
14565,his life Nicolai Andreevitch had a partiality for unfortunates of every,0,1 star,0.27594617
14566,"kind, especially children.",3,4 stars,0.3747684
14567,In my opinion this is most important.,4,5 stars,0.6944172
14568,I may,2,3 stars,0.24357882
14569,"add that I discovered yet another fact, the last on which I employed my",3,4 stars,0.2810254
14570,detective powers.,4,5 stars,0.4837426
14571,"Seeing how fond Pavlicheff was of you,—it was thanks",4,5 stars,0.5561518
14572,"to him you went to school, and also had the advantage of special",4,5 stars,0.48718455
14573,teachers—his relations and servants grew to believe that you were his,4,5 stars,0.41691312
14574,"son, and that your father had been betrayed by his wife.",4,5 stars,0.42911923
14575,I may point,0,1 star,0.2706245
14576,out that this idea was only accredited generally during the last years,1,2 stars,0.33046308
14577,"of Pavlicheff’s life, when his next-of-kin were trembling about the",3,4 stars,0.27937004
14578,"succession, when the earlier story was quite forgotten, and when all",2,3 stars,0.35503587
14579,opportunity for discovering the truth had seemingly passed away.,3,4 stars,0.39646888
14580,No,0,1 star,0.53192276
14581,"doubt you, Mr. Burdovsky, heard this conjecture, and did not hesitate",0,1 star,0.56375796
14582,to accept it as true.,4,5 stars,0.48687506
14583,I have had the honour of making your mother’s,4,5 stars,0.59652597
14584,"acquaintance, and I find that she knows all about these reports.",3,4 stars,0.42706046
14585,What,4,5 stars,0.2179407
14586,"she does not know is that you, her son, should have listened to them so",2,3 stars,0.34440574
14587,complaisantly.,4,5 stars,0.41503838
14588,"I found your respected mother at Pskoff, ill and in deep",1,2 stars,0.24345262
14589,"poverty, as she has been ever since the death of your benefactor.",4,5 stars,0.33122936
14590,She,2,3 stars,0.27790478
14591,told me with tears of gratitude how you had supported her; she expects,4,5 stars,0.49011374
14592,"much of you, and believes fervently in your future success...”",4,5 stars,0.7431207
14593,"“Oh, this is unbearable!” said Lebedeff’s nephew impatiently.",0,1 star,0.7883548
14594,“What is,4,5 stars,0.4634431
14595,the good of all this romancing?,3,4 stars,0.28603125
14596,”,4,5 stars,0.30857787
14597,"“It is revolting and unseemly!” cried Hippolyte, jumping up in a fury.",0,1 star,0.600697
14598,Burdovsky alone sat silent and motionless.,0,1 star,0.58237237
14599,"“What is the good of it?” repeated Gavrila Ardalionovitch, with",3,4 stars,0.27477545
14600,pretended surprise.,2,3 stars,0.2617072
14601,"“Well, firstly, because now perhaps Mr. Burdovsky",3,4 stars,0.29967144
14602,is quite convinced that Mr. Pavlicheff’s love for him came simply from,3,4 stars,0.31548664
14603,"generosity of soul, and not from paternal duty.",2,3 stars,0.24697325
14604,It was most necessary,4,5 stars,0.5812778
14605,"to impress this fact upon his mind, considering that he approved of the",4,5 stars,0.4538451
14606,article written by Mr. Keller.,4,5 stars,0.28935266
14607,"I speak thus because I look on you, Mr.",4,5 stars,0.4880479
14608,"Burdovsky, as an honourable man.",4,5 stars,0.6063502
14609,"Secondly, it appears that there was no",1,2 stars,0.3829518
14610,"intention of cheating in this case, even on the part of Tchebaroff.",0,1 star,0.68617326
14611,I,4,5 stars,0.24874815
14612,"wish to say this quite plainly, because the prince hinted a while ago",2,3 stars,0.23888625
14613,that I too thought it an attempt at robbery and extortion.,0,1 star,0.564616
14614,On the,4,5 stars,0.30980533
14615,"contrary, everyone has been quite sincere in the matter, and although",1,2 stars,0.3608776
14616,"Tchebaroff may be somewhat of a rogue, in this business he has acted",3,4 stars,0.5035327
14617,simply as any sharp lawyer would do under the circumstances.,4,5 stars,0.57666665
14618,He looked,2,3 stars,0.28427687
14619,"at it as a case that might bring him in a lot of money, and he did not",1,2 stars,0.4015926
14620,calculate badly; because on the one hand he speculated on the,1,2 stars,0.45271197
14621,"generosity of the prince, and his gratitude to the late Mr. Pavlicheff,",4,5 stars,0.6205448
14622,and on the other to his chivalrous ideas as to the obligations of,3,4 stars,0.32433555
14623,honour and conscience.,4,5 stars,0.68511385
14624,"As to Mr. Burdovsky, allowing for his",3,4 stars,0.45687565
14625,"principles, we may acknowledge that he engaged in the business with",3,4 stars,0.36129367
14626,very little personal aim in view.,1,2 stars,0.4862465
14627,At the instigation of Tchebaroff and,3,4 stars,0.3123845
14628,"his other friends, he decided to make the attempt in the service of",3,4 stars,0.3707363
14629,"truth, progress, and humanity.",4,5 stars,0.64147556
14630,"In short, the conclusion may be drawn",2,3 stars,0.50101465
14631,"that, in spite of all appearances, Mr. Burdovsky is a man of",0,1 star,0.33855748
14632,"irreproachable character, and thus the prince can all the more readily",3,4 stars,0.27076265
14633,"offer him his friendship, and the assistance of which he spoke just",4,5 stars,0.48386428
14634,now...”,4,5 stars,0.3201638
14635,"“Hush! hush! Gavrila Ardalionovitch!” cried Muishkin in dismay, but it",0,1 star,0.5230859
14636,was too late.,1,2 stars,0.46610507
14637,"“I said, and I have repeated it over and over again,” shouted Burdovsky",0,1 star,0.48864204
14638,"furiously, “that I did not want the money.",0,1 star,0.7359005
14639,I will not take it...,0,1 star,0.5057021
14640,why...I will not...,0,1 star,0.46834058
14641,I am going away!,0,1 star,0.59268016
14642,”,4,5 stars,0.30857787
14643,"He was rushing hurriedly from the terrace, when Lebedeff’s nephew",0,1 star,0.30422395
14644,"seized his arms, and said something to him in a low voice.",0,1 star,0.687804
14645,Burdovsky,2,3 stars,0.24527347
14646,"turned quickly, and drawing an addressed but unsealed envelope from his",0,1 star,0.35585192
14647,"pocket, he threw it down on a little table beside the prince.",0,1 star,0.27678555
14648,“There’s the money!... How dare you?... The money!”,0,1 star,0.32870808
14649,“Those are the two hundred and fifty roubles you dared to send him as a,0,1 star,0.42357895
14650,"charity, by the hands of Tchebaroff,” explained Doktorenko.",4,5 stars,0.42765388
14651,“The article in the newspaper put it at fifty!” cried Colia.,0,1 star,0.6918468
14652,"“I beg your pardon,” said the prince, going up to Burdovsky.",0,1 star,0.60461324
14653,“I have,4,5 stars,0.55343574
14654,"done you a great wrong, but I did not send you that money as a charity,",0,1 star,0.59024805
14655,believe me.,4,5 stars,0.53324056
14656,And now I am again to blame.,0,1 star,0.29032198
14657,I offended you just now.,0,1 star,0.42646292
14658,”,4,5 stars,0.30857787
14659,(The,3,4 stars,0.22477518
14660,"prince was much distressed; he seemed worn out with fatigue, and spoke",1,2 stars,0.4436712
14661,almost incoherently.,1,2 stars,0.48451993
14662,),4,5 stars,0.34458026
14663,“I spoke of swindling... but I did not apply that,0,1 star,0.3900432
14664,to you.,4,5 stars,0.5422718
14665,I was deceived .,0,1 star,0.512428
14666,...,2,3 stars,0.25584427
14667,I said you were... afflicted... like me..,0,1 star,0.36416915
14668,.,2,3 stars,0.25393388
14669,But you are not like me..,1,2 stars,0.43741947
14670,.,2,3 stars,0.25393388
14671,you give lessons... you support your mother.,4,5 stars,0.4832756
14672,"I said you had dishonoured your mother, but you love her.",4,5 stars,0.62232375
14673,She says so,2,3 stars,0.33125606
14674,herself...,2,3 stars,0.26104084
14675,I did not know...,1,2 stars,0.37382698
14676,Gavrila Ardalionovitch did not tell me,0,1 star,0.41253915
14677,that...,1,2 stars,0.35640332
14678,Forgive me!,0,1 star,0.5225473
14679,"I dared to offer you ten thousand roubles, but I",0,1 star,0.36551723
14680,was wrong.,0,1 star,0.603702
14681,"I ought to have done it differently, and now... there is no",1,2 stars,0.36237547
14682,"way of doing it, for you despise me..",4,5 stars,0.2919357
14683,.”,4,5 stars,0.28555036
14684,"“I declare, this is a lunatic asylum!” cried Lizabetha Prokofievna.",0,1 star,0.79093975
14685,"“Of course it is a lunatic asylum!” repeated Aglaya sharply, but her",2,3 stars,0.28101984
14686,words were overpowered by other voices.,1,2 stars,0.47859767
14687,"Everybody was talking loudly,",0,1 star,0.37126023
14688,"making remarks and comments; some discussed the affair gravely, others",3,4 stars,0.4221973
14689,laughed.,0,1 star,0.33584192
14690,Ivan Fedorovitch Epanchin was extremely indignant.,0,1 star,0.5681249
14691,He stood,0,1 star,0.22454418
14692,waiting for his wife with an air of offended dignity.,0,1 star,0.2745107
14693,Lebedeff’s nephew,4,5 stars,0.36339334
14694,took up the word again.,4,5 stars,0.4609292
14695,"“Well, prince, to do you justice, you certainly know how to make the",4,5 stars,0.52958256
14696,"most of your—let us call it infirmity, for the sake of politeness; you",1,2 stars,0.2643034
14697,have set about offering your money and friendship in such a way that no,4,5 stars,0.6263862
14698,self-respecting man could possibly accept them.,0,1 star,0.2737737
14699,This is an excess of,0,1 star,0.53915304
14700,ingenuousness or of malice—you ought to know better than anyone which,4,5 stars,0.675874
14701,word best fits the case.,4,5 stars,0.5087619
14702,”,4,5 stars,0.30857787
14703,"“Allow me, gentlemen,” said Gavrila Ardalionovitch, who had just",0,1 star,0.24959661
14704,"examined the contents of the envelope, “there are only a hundred",1,2 stars,0.3301829
14705,"roubles here, not two hundred and fifty.",1,2 stars,0.36789364
14706,"I point this out, prince, to",4,5 stars,0.4651752
14707,prevent misunderstanding.,3,4 stars,0.31022796
14708,”,4,5 stars,0.30857787
14709,"“Never mind, never mind,” said the prince, signing to him to keep",0,1 star,0.499552
14710,quiet.,3,4 stars,0.3624201
14711,"“But we do mind,” said Lebedeff’s nephew vehemently.",2,3 stars,0.33192953
14712,"“Prince, your",4,5 stars,0.6078268
14713,‘never mind’ is an insult to us.,0,1 star,0.74755543
14714,We have nothing to hide; our actions,4,5 stars,0.52157724
14715,can bear daylight.,4,5 stars,0.42588457
14716,It is true that there are only a hundred roubles,0,1 star,0.37731355
14717,"instead of two hundred and fifty, but it is all the same.",1,2 stars,0.34892207
14718,”,4,5 stars,0.30857787
14719,"“Why, no, it is hardly the same,” remarked Gavrila Ardalionovitch, with",1,2 stars,0.36708516
14720,an air of ingenuous surprise.,4,5 stars,0.72063434
14721,"“Don’t interrupt, we are not such fools as you think, Mr. Lawyer,”",0,1 star,0.63701314
14722,cried Lebedeff’s nephew angrily.,0,1 star,0.52249837
14723,“Of course there is a difference,2,3 stars,0.40821102
14724,"between a hundred roubles and two hundred and fifty, but in this case",2,3 stars,0.37091908
14725,"the principle is the main point, and that a hundred and fifty roubles",2,3 stars,0.24164388
14726,are missing is only a side issue.,2,3 stars,0.32697257
14727,The point to be emphasized is that,2,3 stars,0.39102864
14728,Burdovsky will not accept your highness’s charity; he flings it back in,0,1 star,0.6972777
14729,"your face, and it scarcely matters if there are a hundred roubles or",2,3 stars,0.31584707
14730,two hundred and fifty.,4,5 stars,0.3039202
14731,Burdovsky has refused ten thousand roubles; you,0,1 star,0.6867394
14732,heard him.,0,1 star,0.26810622
14733,He would not have returned even a hundred roubles if he was,0,1 star,0.5619895
14734,dishonest!,0,1 star,0.7971353
14735,The hundred and fifty roubles were paid to Tchebaroff for,0,1 star,0.40921143
14736,his travelling expenses.,3,4 stars,0.37870187
14737,You may jeer at our stupidity and at our,4,5 stars,0.33735996
14738,inexperience in business matters; you have done all you could already,4,5 stars,0.46765876
14739,to make us look ridiculous; but do not dare to call us dishonest.,2,3 stars,0.3450704
14740,The,4,5 stars,0.34076926
14741,four of us will club together every day to repay the hundred and fifty,4,5 stars,0.5220328
14742,"roubles to the prince, if we have to pay it in instalments of a rouble",2,3 stars,0.26304674
14743,"at a time, but we will repay it, with interest.",2,3 stars,0.4279662
14744,"Burdovsky is poor, he",0,1 star,0.43807688
14745,has no millions.,0,1 star,0.42480797
14746,After his journey to see the prince Tchebaroff sent in,3,4 stars,0.37161744
14747,his bill.,4,5 stars,0.40368903
14748,We counted on winning...,0,1 star,0.26408592
14749,Who would not have done the same in,1,2 stars,0.28735617
14750,such a case?,0,1 star,0.36791667
14751,”,4,5 stars,0.30857787
14752,“Who indeed?” exclaimed Prince S.,0,1 star,0.44060963
14753,"“I shall certainly go mad, if I stay here!” cried Lizabetha",0,1 star,0.5766113
14754,Prokofievna.,4,5 stars,0.3067699
14755,"“It reminds me,” said Evgenie Pavlovitch, laughing, “of the famous plea",4,5 stars,0.49263918
14756,of a certain lawyer who lately defended a man for murdering six people,2,3 stars,0.2320349
14757,in order to rob them.,3,4 stars,0.40014213
14758,He excused his client on the score of poverty.,0,1 star,0.5398282
14759,"‘It is quite natural,’ he said in conclusion, ‘considering the state of",3,4 stars,0.47265202
14760,"misery he was in, that he should have thought of murdering these six",0,1 star,0.5787087
14761,"people; which of you, gentlemen, would not have done the same in his",0,1 star,0.30178213
14762,place?,0,1 star,0.31600058
